case_id,trip_duration_days,miles_traveled,total_receipts_amount,predicted_reimbursement
820,9,350.0,269.75,809.93
821,11,1166.0,538.75,1399.18
822,1,667.0,2006.02,1395.33
823,3,743.0,1107.23,1419.69
824,4,182.0,159.32,505.38
825,7,85.0,1790.44,1534.74
826,4,691.0,1656.88,1583.75
827,8,1084.0,658.58,1462.03
828,6,602.0,1875.89,1701.56
829,1,542.0,662.37,661.03
830,11,79.0,1288.84,1561.13
831,13,688.0,133.25,1210.76
832,10,539.0,305.48,958.37
833,4,255.0,2434.3,1480.8
834,7,842.0,1199.6,1833.57
835,1,134.0,754.27,582.48
836,11,1183.0,690.6,1658.15
837,7,174.0,1182.78,1459.35
838,14,26.0,1295.7,1667.15
839,5,910.0,310.13,952.19
840,12,591.0,2344.58,1762.5
841,10,1148.0,1253.14,2114.35
842,1,1153.0,640.68,771.0
843,11,804.0,593.41,1533.74
844,1,975.0,1343.91,1385.65
845,2,1052.0,1311.89,1455.09
846,5,703.0,2310.77,1681.7
847,9,994.0,2301.21,1803.36
848,2,201.0,1655.83,1263.22
849,2,161.0,1029.57,999.13
850,5,346.0,871.39,1175.97
851,13,357.0,934.61,1595.13
852,6,1029.0,2050.57,1789.76
853,8,579.0,2268.55,1591.64
854,13,420.0,2369.66,1762.9
855,7,1150.0,2287.73,1847.28
856,8,932.0,1924.74,1762.19
857,7,977.0,2230.53,1828.0
858,6,922.0,1712.35,1803.94
859,1,600.0,1935.12,1347.86
860,11,481.0,1804.18,1691.02
861,12,1200.0,198.12,1385.72
862,4,163.0,1099.16,1232.1
863,13,509.0,22.91,1237.84
864,3,676.0,1242.67,1442.19
865,1,1189.0,1464.17,1403.52
866,10,684.0,641.56,1407.01
867,11,1081.0,614.35,1517.29
868,2,593.0,1716.87,1434.71
869,10,445.0,907.42,1337.11
870,4,1090.0,1617.95,1556.21
871,5,1084.0,106.66,888.83
872,11,696.0,859.36,1632.92
873,6,879.0,1293.9,1764.99
874,7,659.0,626.92,1185.73
875,3,14.0,1435.31,1266.0
876,11,1106.0,1083.85,2100.51
877,13,549.0,95.78,1219.39
878,5,1014.0,1117.39,1609.15
879,4,574.0,1650.5,1554.31
880,13,500.0,1514.8,1842.49
881,1,780.0,221.55,520.5
882,5,733.0,900.57,1442.75
883,2,381.0,1987.64,1362.44
884,1,22.0,1427.07,1134.57
885,2,286.0,647.92,581.77
886,4,205.0,2460.47,1463.86
887,2,1034.0,794.3,1122.49
888,1,188.0,1564.89,1218.75
889,8,860.0,2376.18,1734.39
890,2,203.0,1419.05,1224.49
891,1,615.0,730.72,761.93
892,3,284.0,1599.53,1365.87
893,4,922.0,118.84,798.08
894,13,484.0,1526.43,1841.18
895,7,688.0,452.7,1127.15
896,10,1127.0,1869.42,1918.18
897,12,880.0,1363.64,1900.06
898,5,808.0,579.68,1136.09
899,3,505.0,694.38,881.5
900,13,237.0,1239.24,1728.85
901,6,527.0,1789.29,1619.9
902,11,359.0,1094.25,1599.12
903,12,1190.0,862.07,1991.9
904,11,1104.0,1108.62,2109.31
905,7,669.0,950.57,1535.74
906,5,361.0,163.23,671.46
907,6,383.0,1543.06,1589.12
908,1,510.0,725.45,702.84
909,6,1188.0,488.9,1260.13
910,10,711.0,1368.93,1789.17
911,13,603.0,2228.88,1805.52
912,12,37.0,43.66,767.06
913,1,172.0,787.13,645.48
914,3,158.0,2306.7,1378.25
915,11,69.0,1913.18,1582.47
916,12,284.0,662.12,1078.15
917,10,140.0,368.35,735.42
918,5,632.0,1545.73,1653.32
919,8,723.0,902.34,1513.5
920,12,1076.0,1001.43,2011.69
921,13,876.0,891.84,1835.41
922,14,833.0,2422.03,1870.62
923,6,459.0,593.63,968.48
924,13,1202.0,824.34,1994.01
925,4,56.0,1735.86,1346.28
926,3,266.0,2172.78,1407.77
927,10,519.0,1526.43,1651.62
928,14,1094.0,2182.28,1912.65
929,7,435.0,2479.02,1661.81
930,9,699.0,2009.79,1679.83
931,10,266.0,594.74,921.75
932,11,964.0,2283.57,1781.7
933,11,825.0,1321.23,1856.81
934,11,11.0,2099.14,1549.59
935,10,357.0,2269.01,1593.27
936,3,485.0,2077.18,1482.66
937,3,459.0,198.79,599.92
938,3,9.0,1047.09,1065.77
939,3,838.0,397.08,821.54
940,11,997.0,588.91,1469.23
941,13,882.0,1693.29,1920.18
942,12,1027.0,873.45,1895.52
943,3,1073.0,989.19,1363.31
944,6,256.0,1138.83,1417.29
945,7,909.0,189.71,1149.96
946,7,460.0,1113.62,1489.56
947,9,683.0,1513.82,1671.79
948,8,819.0,1838.36,1769.04
949,3,157.0,1527.37,1306.77
950,10,473.0,1533.74,1637.26
951,2,1106.0,1360.12,1467.52
952,3,219.0,2024.08,1398.21
953,14,567.0,2180.32,1835.94
954,7,386.0,1244.22,1548.15
955,5,716.0,523.74,1015.41
956,10,490.0,1941.6,1637.29
957,2,507.0,2294.64,1428.48
958,3,973.0,2384.47,1536.35
959,6,345.0,2002.71,1581.04
960,13,888.0,1686.78,1918.5
961,3,656.0,1642.27,1493.61
962,12,732.0,839.55,1726.31
963,5,1204.0,2342.56,1687.63
964,2,870.0,1743.0,1502.07
965,10,564.0,2459.18,1653.97
966,13,1177.0,1097.08,2099.0
967,14,261.0,2156.06,1772.67
968,11,1135.0,1682.88,1973.28
969,3,1022.0,1891.89,1501.66
970,10,374.0,620.2,999.29
971,5,133.0,894.29,1111.45
972,14,1084.0,1376.89,2068.37
973,7,1094.0,1630.05,1962.14
974,9,1058.0,1583.86,1880.32
975,4,104.0,1526.31,1354.7
976,6,581.0,2384.41,1648.28
977,2,1192.0,576.89,770.66
978,3,146.0,546.62,549.92
979,3,559.0,1448.86,1454.95
980,12,1183.0,613.48,1579.27
981,2,22.0,2257.38,1220.66
982,11,429.0,577.44,1065.01
983,11,784.0,508.24,1439.56
984,8,918.0,1524.35,1815.07
985,13,723.0,1949.98,1877.77
986,4,725.0,1440.29,1579.68
987,12,1052.0,815.85,1850.16
988,14,901.0,1261.51,1954.51
989,13,1001.0,1699.89,1960.94
990,12,468.0,1645.68,1798.45
991,4,563.0,1926.83,1538.86
992,7,345.0,1660.76,1619.62
993,11,602.0,1634.67,1804.94
994,5,598.0,1097.35,1482.73
995,13,966.0,1499.92,1963.78
996,13,464.0,970.14,1684.79
997,3,283.0,1269.46,1296.82
998,6,1118.0,1403.27,1884.57
999,10,745.0,2247.07,1729.5
1000,7,1093.0,2257.72,1841.03
1001,3,548.0,349.79,657.9
1002,4,320.0,575.74,732.65
1003,12,936.0,1654.16,1914.67
1004,8,460.0,2403.57,1564.78
1005,12,393.0,1282.42,1739.33
1006,14,1144.0,1943.83,2028.98
1007,6,321.0,1639.35,1576.73
1008,11,1126.0,2477.21,1877.27
1009,10,93.0,1484.8,1563.33
1010,11,1196.0,1931.08,1988.36
1011,13,819.0,101.93,1296.16
1012,12,554.0,1915.1,1765.78
1013,7,280.0,374.74,791.73
1014,8,403.0,1576.88,1559.02
1015,4,985.0,2239.09,1597.93
1016,6,610.0,1985.99,697.6
1017,4,454.0,1022.79,1306.69
1018,3,676.0,2070.13,1506.99
1019,14,183.0,232.13,1021.36
1020,11,684.0,1584.13,1832.02
1021,5,614.0,1985.91,1637.72
1022,13,65.0,151.94,889.76
1023,6,214.0,1974.21,1557.48
1024,10,863.0,2117.18,1748.94
1025,10,185.0,84.54,741.21
1026,11,996.0,326.3,1244.22
1027,11,456.0,2092.42,1670.04
1028,9,1148.0,2108.95,1826.44
1029,14,245.0,1630.06,1804.67
1030,5,286.0,1233.52,1418.84
1031,4,77.0,895.96,980.97
1032,8,191.0,766.46,1003.88
1033,2,241.0,918.64,926.47
1034,2,778.0,1420.74,1482.86
1035,1,749.0,2354.17,1440.61
1036,7,227.0,540.16,821.6
1037,6,832.0,1663.49,789.62
1038,7,848.0,200.25,1105.93
1039,9,748.0,455.86,1238.11
1040,6,780.0,1489.85,1760.84
1041,7,120.0,2150.42,1564.43
1042,5,67.0,846.38,964.24
1043,13,559.0,2320.49,1797.81
1044,9,1100.0,347.01,1295.04
1045,5,596.0,710.14,1133.94
1046,9,348.0,1190.46,1550.63
1047,7,119.0,182.73,611.35
1048,12,1042.0,347.8,1304.87
1049,6,400.0,834.93,1204.54
1050,7,683.0,1657.6,1706.02
1051,10,142.0,246.28,710.84
1052,13,985.0,341.57,1316.43
1053,2,697.0,720.17,881.67
1054,14,955.0,2406.18,1880.91
1055,1,1040.0,1618.05,1418.44
1056,13,145.0,968.78,1540.52
1057,13,765.0,876.94,1799.7
1058,7,658.0,2149.8,1705.12
1059,11,97.0,522.99,763.48
1060,14,434.0,2023.28,1855.56
1061,13,198.0,2341.11,1714.33
1062,11,556.0,363.1,1011.4
1063,13,572.0,10.34,1208.1
1064,7,449.0,1763.9,1640.98
1065,9,331.0,2070.01,1573.5
1066,3,478.0,1010.31,1266.56
1067,12,208.0,1540.87,1706.73
1068,14,115.0,1272.87,1719.44
1069,12,297.0,2372.64,1675.58
1070,5,540.0,1556.64,1625.55
1071,4,207.0,2458.49,1464.45
1072,14,145.0,1235.63,1734.99
1073,1,984.0,564.51,708.37
1074,9,462.0,964.16,1357.6
1075,3,121.0,2319.92,1355.69
1076,4,717.0,1735.25,1592.7
1077,8,1045.0,283.42,1193.24
1078,4,666.0,2188.11,1580.86
1079,13,412.0,1319.85,1804.96
1080,5,1060.0,273.14,914.93
1081,8,113.0,2418.47,1492.22
1082,14,738.0,128.67,1294.95
1083,8,820.0,1055.48,1841.47
1084,12,9.0,1415.28,1580.55
1085,7,625.0,836.48,1377.97
1086,1,202.0,761.3,593.73
1087,8,352.0,836.61,1149.8
1088,14,778.0,1213.02,1894.83
1089,12,213.0,2322.06,1660.28
1090,2,964.0,597.26,811.45
1091,10,950.0,2113.39,1750.4
1092,5,293.0,1170.63,1390.38
1093,9,1089.0,53.53,1313.45
1094,8,936.0,893.86,1806.39
1095,8,106.0,1837.68,1491.85
1096,1,925.0,2262.04,1447.23
1097,2,593.0,24.75,523.75
1098,11,614.0,111.0,994.23
1099,12,649.0,2065.18,1787.59
1100,14,473.0,1033.67,1780.49
1101,8,554.0,480.4,980.68
1102,5,1043.0,330.74,931.19
1103,14,432.0,1448.6,1848.31
1104,6,952.0,463.65,1149.59
1105,14,1189.0,321.94,1365.65
1106,12,542.0,2249.76,1748.41
1107,9,580.0,1275.75,1688.26
1108,8,152.0,1219.63,1442.21
1109,9,309.0,460.93,833.45
1110,13,481.0,2069.53,1786.54
1111,12,1087.0,699.79,1684.07
1112,14,138.0,1319.25,1749.48
1113,7,907.0,2061.37,1837.26
1114,14,791.0,552.2,1558.23
1115,4,477.0,2198.19,1533.18
1116,4,1130.0,1304.39,1542.99
1117,11,858.0,1060.51,1837.75
1118,7,283.0,380.62,797.28
1119,12,422.0,2321.63,1712.28
1120,9,843.0,874.3,1657.88
1121,4,600.0,1346.45,1510.94
1122,9,603.0,877.96,1452.32
1123,12,965.0,2345.38,1821.59
1124,2,642.0,632.56,733.62
1125,7,525.0,1992.53,1663.8
1126,2,1106.0,1109.85,1407.4
1127,7,1103.0,2390.78,1828.23
1128,8,1017.0,1332.77,1819.07
1129,4,1162.0,1165.14,1524.56
1130,6,510.0,1568.37,1617.71
1131,4,512.0,1317.65,1476.62
1132,9,1152.0,2070.68,1847.08
1133,11,256.0,1501.78,1679.12
1134,9,400.0,604.22,983.37
1135,2,446.0,892.69,940.78
1136,2,138.0,2401.44,1270.47
1137,5,764.0,728.66,1332.37
1138,4,426.0,1521.33,1508.79
1139,11,506.0,1571.75,1777.27
1140,11,1046.0,1099.46,1969.28
1141,3,958.0,1206.36,1458.82
1142,10,30.0,869.54,1194.64
1143,13,813.0,25.12,1271.51
1144,5,328.0,851.76,1142.73
1145,10,196.0,1145.73,1524.38
1146,4,1044.0,764.26,1186.8
1147,8,909.0,1065.44,1911.92
1148,14,68.0,2216.81,1691.87
1149,12,465.0,1932.45,1729.47
1150,3,33.0,1537.58,1283.65
1151,7,672.0,1279.62,1662.74
1152,8,727.0,1037.24,1606.97
1153,1,258.0,187.35,261.15
1154,14,1018.0,1740.67,2003.67
1155,1,675.0,1989.7,1405.91
1156,7,681.0,1212.42,1645.16
1157,9,471.0,1924.01,1602.62
1158,7,791.0,1427.08,1844.49
1159,14,509.0,1357.03,1864.86
1160,5,748.0,334.13,936.98
1161,6,61.0,433.64,606.43
1162,12,293.0,714.34,1143.44
1163,6,224.0,449.44,741.74
1164,14,101.0,2119.72,1713.96
1165,6,768.0,1967.49,749.07
1166,11,866.0,1224.07,1863.6
1167,4,162.0,253.47,507.91
1168,1,1138.0,1413.97,1392.41
1169,5,732.0,1542.85,1679.54
1170,9,455.0,1134.02,1525.41
1171,11,21.0,1978.76,1542.07
1172,3,604.0,2159.71,1496.14
1173,11,737.0,504.04,1345.09
1174,8,909.0,2084.56,1751.44
1175,11,571.0,327.26,1019.59
1176,9,522.0,1351.55,1582.75
1177,13,202.0,1124.59,1676.26
1178,2,1124.0,1367.83,1457.5
1179,14,587.0,2002.28,1877.73
1180,10,665.0,2386.27,1699.53
1181,9,121.0,57.81,628.92
1182,8,622.0,2309.96,1609.96
1183,5,131.0,461.6,592.93
1184,9,406.0,1553.75,1595.5
1185,13,993.0,833.49,1396.61
1186,13,308.0,1396.63,1775.57
1187,5,288.0,596.76,790.81
1188,3,738.0,1352.85,1483.09
1189,11,620.0,604.47,1334.74
1190,12,324.0,354.97,1033.81
1191,13,69.0,2402.65,1650.76
1192,13,125.0,164.64,958.71
1193,11,117.0,1449.35,1627.79
1194,12,421.0,1156.8,1718.63
1195,12,122.0,2499.74,1615.83
1196,13,902.0,1805.97,1915.54
1197,13,395.0,2080.24,1767.7
1198,8,141.0,2173.95,1501.82
1199,12,749.0,358.9,1273.21
1200,10,882.0,145.96,1151.76
1201,5,1052.0,1256.63,1658.37
1202,11,156.0,848.03,1218.24
1203,4,616.0,1896.26,1560.56
1204,5,1162.0,758.67,1272.23
1205,2,409.0,722.18,705.28
1206,1,83.0,1652.36,1186.79
1207,13,531.0,658.32,1396.8
1208,7,784.0,222.22,1077.48
1209,10,970.0,2139.95,1740.41
1210,8,113.0,1018.79,1346.69
1211,10,1007.0,1328.27,2045.37
1212,2,164.0,576.55,476.95
1213,13,670.0,1064.88,1839.38
1214,8,70.0,2313.66,1482.67
1215,6,1177.0,2301.83,1777.44
1216,13,51.0,2453.23,1644.0
1217,1,546.0,254.8,404.99
1218,13,72.0,178.62,854.81
1219,10,741.0,1759.38,1732.17
1220,2,683.0,253.52,591.99
1221,11,390.0,573.71,1040.52
1222,2,1149.0,1784.39,1490.2
1223,3,860.0,1178.75,1459.83
1224,12,358.0,1882.65,1690.19
1225,2,476.0,1763.38,1371.83
1226,11,809.0,2189.02,1782.3
1227,2,317.0,1832.14,1310.43
1228,6,748.0,1367.4,1743.49
1229,8,430.0,100.08,781.08
1230,3,1047.0,1477.38,1489.55
1231,6,106.0,1547.44,1482.05
1232,12,203.0,711.88,1117.84
1233,2,1119.0,1356.53,1460.94
1234,10,884.0,755.47,1622.36
1235,12,398.0,1090.47,1685.43
1236,3,250.0,365.14,542.44
1237,13,514.0,34.11,1155.42
1238,5,481.0,285.05,784.73
1239,1,1037.0,2006.96,1442.68
1240,7,172.0,2031.9,1572.48
1241,1,83.0,1215.47,1060.57
1242,13,343.0,660.97,1254.33
1243,3,95.0,874.8,893.69
1244,5,517.0,770.83,1142.54
1245,9,419.0,756.4,1118.2
1246,9,195.0,2459.09,1533.0
1247,10,922.0,1264.65,1859.02
1248,12,1002.0,1807.74,1846.99
1249,7,1150.0,1699.98,1908.88
1250,1,1108.0,1294.75,1378.12
1251,11,962.0,1478.25,1913.74
1252,8,914.0,1964.3,1770.91
1253,8,488.0,557.08,982.66
1254,1,391.0,2419.83,1286.5
1255,4,250.0,693.46,769.05
1256,10,60.0,806.8,1112.8
1257,3,924.0,2320.59,1534.12
1258,8,607.0,698.48,1146.1
1259,6,972.0,2183.79,1768.7
1260,13,1005.0,834.83,1869.88
1261,3,937.0,2272.37,1532.74
1262,6,473.0,16.51,776.42
1263,12,487.0,1031.18,1682.22
1264,11,883.0,251.1,1164.02
1265,5,627.0,2240.75,1656.82
1266,5,1200.0,1156.11,1709.48
1267,14,620.0,1569.24,1890.95
1268,7,1166.0,336.46,1259.33
1269,7,810.0,1087.88,1782.38
1270,5,286.0,599.71,793.46
1271,4,1182.0,1126.79,1481.29
1272,2,153.0,2314.97,1271.87
1273,6,1028.0,272.31,1099.85
1274,13,268.0,1122.84,1702.79
1275,3,307.0,1755.74,1403.77
1276,11,313.0,2298.74,1630.08
1277,10,791.0,1658.47,1751.91
1278,9,471.0,330.38,887.81
1279,7,459.0,846.47,1252.4
1280,8,341.0,1823.02,1549.8
1281,6,191.0,501.66,713.45
1282,9,377.0,2425.88,1581.49
1283,1,628.0,1581.87,1352.43
1284,9,406.0,299.16,848.33
1285,10,997.0,881.4,1830.82
1286,4,344.0,1710.78,1463.51
1287,11,1117.0,1174.86,2112.57
1288,1,149.0,2493.15,1210.19
1289,4,202.0,138.02,523.72
1290,14,374.0,262.35,1163.56
1291,4,369.0,2122.13,1492.5
1292,11,1029.0,1950.14,1819.16
1293,6,820.0,1917.58,1772.34
1294,10,679.0,1753.2,1715.34
1295,3,456.0,1404.93,1403.66
1296,14,461.0,806.99,1078.15
1297,7,462.0,2231.6,1652.78
1298,6,526.0,2406.96,1627.98
1299,3,276.0,2031.19,1414.17
1300,8,20.0,1483.23,1438.33
1301,13,627.0,1426.65,1867.38
1302,1,670.0,1988.67,1403.42
1303,10,383.0,2082.33,1607.3
1304,3,296.0,2166.12,1428.62
1305,12,163.0,2100.56,1640.95
1306,13,771.0,2481.54,1830.53
1307,12,1006.0,2480.21,1815.47
1308,13,1011.0,844.18,1895.75
1309,2,130.0,1977.52,1249.7
1310,3,129.0,1010.9,1102.73
1311,14,356.0,83.15,1175.14
1312,8,52.0,1260.64,1414.49
1313,6,255.0,1967.03,1570.5
1314,13,269.0,213.95,1114.21
1315,13,535.0,2048.26,1802.1
1316,9,918.0,708.33,1542.52
1317,4,733.0,375.04,873.68
1318,7,470.0,1247.13,1568.25
1319,8,923.0,1106.17,1925.44
1320,6,32.0,2298.24,1483.16
1321,11,704.0,339.88,1168.57
1322,8,795.0,82.82,980.41
1323,6,48.0,2272.74,1485.08
1324,11,960.0,130.71,1233.39
1325,9,336.0,51.53,788.9
1326,2,439.0,1975.43,1374.83
1327,1,1179.0,677.79,831.8
1328,9,310.0,1042.56,1439.27
1329,1,507.0,1860.17,1295.75
1330,2,93.0,2129.84,1248.87
1331,4,857.0,2032.03,1598.08
1332,12,329.0,489.6,1014.3
1333,10,787.0,605.54,1528.49
1334,12,753.0,441.53,1356.57
1335,2,1025.0,817.17,1142.51
1336,7,51.0,2013.84,1516.16
1337,8,779.0,2125.77,1664.29
1338,5,537.0,196.09,795.14
1339,5,895.0,1337.73,1680.39
1340,2,21.0,1580.31,1216.56
1341,2,451.0,441.24,537.67
1342,4,370.0,1197.7,1350.1
1343,2,926.0,682.45,914.23
1344,2,605.0,1778.58,1445.63
1345,4,661.0,717.98,1085.89
1346,12,114.0,2496.43,1617.42
1347,10,989.0,401.78,1255.46
1348,13,234.0,891.34,1455.91
1349,4,270.0,1138.77,1287.22
1350,5,958.0,2142.52,1708.04
1351,12,578.0,218.37,1093.82
1352,7,307.0,1920.85,1609.6
1353,1,182.0,2201.62,1214.51
1354,4,787.0,1789.88,1611.15
1355,14,1077.0,2277.9,1886.02
1356,10,1107.0,1335.84,2079.02
1357,7,646.0,1312.27,1665.76
1358,13,628.0,260.39,1199.2
1359,2,662.0,272.79,578.43
1360,13,115.0,1660.5,1718.66
1361,6,793.0,900.51,1542.65
1362,8,103.0,2000.07,1502.28
1363,2,710.0,1154.72,1368.68
1364,9,488.0,2275.11,1595.28
1365,8,928.0,1294.01,1832.37
1366,3,920.0,1825.2,1514.46
1367,7,19.0,1682.59,1484.12
1368,5,168.0,2394.89,1500.72
1369,6,457.0,698.73,1071.54
1370,10,1122.0,1526.39,1972.53
1371,14,459.0,2396.34,1806.76
1372,10,1186.0,2275.97,1845.7
1373,4,1062.0,731.35,1122.35
1374,12,364.0,883.19,1381.9
1375,13,634.0,836.91,1715.14
1376,11,58.0,1441.81,1573.02
1377,3,559.0,2262.05,1500.25
1378,2,555.0,631.38,688.07
1379,7,979.0,2299.81,1818.14
1380,5,109.0,1855.21,1469.63
1381,14,103.0,1495.45,1747.06
1382,1,763.0,1869.21,1427.33
1383,14,75.0,302.17,915.02
1384,14,26.0,1762.67,1703.53
1385,7,747.0,1416.67,1816.84
1386,1,700.0,1774.48,1399.4
1387,14,539.0,1580.25,1876.72
1388,9,34.0,1728.98,1478.77
1389,8,354.0,2465.96,1549.87
1390,9,200.0,107.34,694.16
1391,2,685.0,1716.58,1473.41
1392,12,1159.0,1415.93,2038.77
1393,13,289.0,908.33,1511.72
1394,12,607.0,957.66,1717.64
1395,10,1151.0,1948.86,1887.29
1396,5,885.0,1226.68,1655.25
1397,3,958.0,1160.25,1448.7
1398,14,326.0,1927.37,1832.21
1399,3,921.0,1199.16,1459.42
1400,3,848.0,2007.92,1521.36
1401,9,122.0,1236.33,1510.92
1402,2,1182.0,1586.03,1489.07
1403,12,418.0,1040.68,1658.09
1404,11,1174.0,1029.91,2111.53
1405,9,493.0,209.28,876.48
1406,4,648.0,212.45,785.18
1407,11,987.0,874.72,1861.6
1408,6,38.0,2065.07,1487.57
1409,11,907.0,439.28,1324.59
1410,4,79.0,138.46,425.02
1411,1,907.0,1381.15,1387.61
1412,10,175.0,399.05,773.93
1413,5,557.0,561.83,929.17
1414,14,313.0,1576.35,1822.39
1415,2,982.0,668.62,889.22
1416,3,961.0,2337.89,1527.31
1417,5,862.0,2197.62,1705.05
1418,8,896.0,2494.5,1720.27
1419,9,226.0,1018.54,1417.41
1420,12,667.0,1746.16,1849.35
1421,14,570.0,633.94,1458.55
1422,11,628.0,244.77,1094.32
1423,8,480.0,1178.35,1513.52
1424,13,848.0,1007.82,1885.3
1425,6,139.0,1853.11,1526.56
1426,12,84.0,1947.11,1630.26
1427,10,322.0,1954.49,483.4
1428,12,1202.0,47.09,1404.57
1429,1,175.0,988.5,913.71
1430,8,639.0,1078.71,1581.54
1431,3,957.0,1583.91,1497.25
1432,2,977.0,949.8,1285.58
1433,8,52.0,1503.66,1449.44
1434,12,252.0,2019.55,1663.32
1435,5,397.0,2364.04,1568.04
1436,2,43.0,2170.63,1230.57
1437,11,405.0,1311.09,1698.89
1438,4,464.0,1411.68,1488.21
1439,7,343.0,2011.58,1626.73
1440,12,487.0,1505.94,1802.16
1441,4,193.0,1004.75,1180.3
1442,13,576.0,1807.79,1859.34
1443,3,845.0,1212.19,1465.93
1444,11,903.0,2039.87,1785.08
1445,6,869.0,110.72,1044.72
1446,8,1031.0,1289.16,1865.93
1447,6,748.0,1057.75,1635.48
1448,13,1197.0,2139.22,1910.88
1449,1,1150.0,1081.28,1295.77
1450,9,818.0,289.89,1103.65
1451,13,655.0,1479.98,1871.09
1452,13,238.0,1507.89,1756.0
1453,6,98.0,2004.13,1520.68
1454,3,205.0,898.92,1027.74
1455,2,1196.0,1017.47,1359.45
1456,9,1120.0,2050.66,1843.15
1457,4,488.0,2430.04,1551.94
1458,9,532.0,2476.61,1617.32
1459,3,493.0,1421.2,1429.35
1460,2,304.0,302.32,388.67
1461,7,536.0,2253.63,1674.15
1462,8,183.0,804.61,1055.65
1463,4,57.0,1647.63,1343.41
1464,7,1125.0,463.35,1280.72
1465,13,1121.0,1182.53,2071.8
1466,2,208.0,1816.26,1265.0
1467,1,839.0,1747.73,1435.05
1468,12,94.0,1716.53,1665.1
1469,13,244.0,561.64,1066.51
1470,2,894.0,287.48,660.27
1471,12,453.0,840.07,1365.21
1472,6,269.0,1184.94,1442.25
1473,1,953.0,1516.77,1410.71
1474,9,122.0,2085.35,1536.73
1475,10,470.0,539.81,1039.34
1476,1,951.0,841.82,1086.99
1477,8,200.0,1406.73,1492.4
1478,4,1021.0,985.65,1415.14
1479,3,1115.0,2031.4,1508.28
1480,1,1183.0,2400.74,1442.02
1481,11,1088.0,2089.02,1819.34
1482,7,708.0,915.33,1663.93
1483,1,439.0,1543.0,1243.92
1484,4,968.0,478.19,916.33
1485,3,1049.0,1348.38,1476.15
1486,12,394.0,1642.37,1775.79
1487,10,479.0,1204.02,1638.91
1488,1,957.0,2001.22,1442.79
1489,2,904.0,2055.61,1510.65
1490,4,654.0,78.49,744.4
1491,14,982.0,554.99,1303.91
1492,14,254.0,136.32,1132.89
1493,1,938.0,591.86,724.45
1494,1,584.0,1935.55,1348.49
1495,14,1135.0,594.91,1544.34
1496,10,282.0,2455.51,1584.49
1497,8,963.0,1811.22,1798.93
1498,8,987.0,487.93,1260.36
1499,12,255.0,1349.04,1705.2
1500,8,600.0,9.34,848.45
1501,11,11.0,1449.22,1552.71
1502,14,335.0,1940.42,1834.11
1503,1,314.0,1228.63,1117.67
1504,14,709.0,1336.33,1892.09
1505,10,964.0,416.03,1240.75
1506,10,855.0,1111.35,1808.26
1507,5,288.0,267.07,659.25
1508,5,143.0,385.25,577.38
1509,3,907.0,1435.63,1493.47
1510,10,644.0,408.5,1096.97
1511,12,728.0,2430.88,1785.27
1512,7,220.0,914.34,1285.94
1513,12,1047.0,2372.76,1820.59
1514,6,577.0,1406.16,1603.33
1515,5,232.0,1362.3,1450.69
1516,8,657.0,2033.04,1621.27
1517,1,205.0,2271.51,1197.02
1518,10,375.0,419.63,900.33
1519,12,847.0,2418.87,1800.87
1520,14,195.0,1161.66,1734.06
1521,8,45.0,207.78,492.11
1522,1,307.0,1916.15,1219.39
1523,6,389.0,244.11,783.64
1524,1,951.0,878.61,1136.6
1525,6,450.0,494.88,875.96
1526,2,670.0,1659.62,1462.44
1527,14,77.0,956.42,1545.59
1528,6,135.0,2059.96,1516.74
1529,7,991.0,1019.58,1962.49
1530,4,241.0,536.45,666.58
1531,5,171.0,721.03,869.62
1532,2,281.0,604.26,566.81
1533,13,761.0,525.21,1497.83
1534,8,853.0,178.69,1109.0
1535,9,143.0,2409.24,1532.24
1536,12,410.0,346.61,1042.06
1537,13,1194.0,1658.45,2083.2
1538,10,224.0,2252.51,1581.26
1539,1,334.0,29.88,326.07
1540,2,1010.0,2136.19,1505.86
1541,3,49.0,1490.26,1275.95
1542,8,93.0,326.83,576.71
1543,10,885.0,345.37,1178.05
1544,8,15.0,1927.26,1457.39
1545,10,356.0,464.56,904.02
1546,10,785.0,1660.56,1749.8
1547,14,255.0,2499.49,1751.76
1548,12,1058.0,791.78,1828.21
1549,4,381.0,681.79,842.57
1550,2,353.0,208.51,401.65
1551,9,57.0,1218.18,1475.47
1552,14,168.0,576.18,1069.22
1553,8,1118.0,668.88,1490.61
1554,9,235.0,1229.26,1544.58
1555,1,93.0,2433.19,1209.66
1556,4,1172.0,2415.18,1578.18
1557,3,167.0,99.39,437.04
1558,4,350.0,84.6,580.96
1559,5,1072.0,2278.13,1701.12
1560,9,669.0,1220.32,1719.13
1561,5,574.0,33.78,759.8
1562,2,26.0,960.9,821.82
1563,2,751.0,902.76,1214.54
1564,8,38.0,1618.13,1455.19
1565,9,399.0,1059.51,1460.91
1566,2,537.0,1884.35,1421.71
1567,10,763.0,1923.7,1735.75
1568,1,573.0,182.24,412.87
1569,2,267.0,2462.62,1337.15
1570,7,437.0,242.43,850.84
1571,7,468.0,1178.59,1532.87
1572,12,229.0,1191.87,1650.5
1573,12,476.0,1589.08,1804.28
1574,11,247.0,1329.13,1652.79
1575,3,1120.0,2437.33,1521.64
1576,11,742.0,1569.42,1844.64
1577,3,397.0,2003.96,1450.35
1578,13,670.0,1553.47,1878.69
